Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
Yeah! (Feat. Lil Jon & Ludacris),Usher,[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"랩/힙합, 오늘의선곡, 발라드, 가요, 추억","[15, 15, 15, 11, 14, 16, 13, 9, 14]",13.555555555555555,2.1140330656044943
Yeah! (feat. Lil' Jon & Ludacris),Usher,90년대생들이 MP3에 넣고 다녔던 그 시절 싸이월드 POP,"Pop, 기분전환, 90년대, MZ세대, 추억","[16, 16, 15, 10, 14, 2, 5]",11.142857142857142,5.24890659167824
Year 3000 2.0,Busted,언제 들어도 기분 좋아지는 멜로디의 POP,"카페, 힐링, 기분좋은, 기분업","[16, 18, 17, 13, 14, 0]",13.0,6.0553007081949835
Year of the Ex,Call Me Loop,꿉꿉한 날엔 상쾌한 팝 플리로 제습기능 ON,"밝은, 시원한, TODAY PICK, 해외음악, 기분전환, 출/퇴근길","[16, 16, 16, 16, 15, 15, 11, 14, 6, 5, 2]",12.0,4.972652484064488
Years Don't Lie,PREP,일상의 텐션으로 스위치 ON!,"설연휴특집, 기분전환, 드라이브, 출/퇴근길, 오후, 해외음악","[16, 16, 16, 17, 16, 16, 15, 15, 16, 18, 14, 14, 13, 6, 5, 1]",13.375,4.741769184597665
Yellow Hearts,Ant Saunders,음악 맛집! 편집샵에서 듣던 해외 음악,"여름, 라운지, 매장음악, 해외음악, 휴가/여행, 드라이브, 신나는, Pop, 기분전환, POP, 맑은날","[16, 16, 16, 17, 17, 16, 18, 16, 16, 15, 16, 13, 14, 5, 0, 1, 1]",12.529411764705882,6.146425523245423
Yellow Room (Preludio Version),이루마,몰입과 집중이 필요할 때 듣는 피아노 음악! 힐링은 덤!,"맑은날, 유니버설뮤직, 편안한, 피아노","[17, 15, 16, 13, 10, 0]",11.833333333333334,5.7566386797235145
Yellow White Striped Shirt,bnjamn(벤자민),적당히 그루비한 BGM vol.5 (집안일/작업/휴식),"취향저격, 집, 집콕, 기분전환, 집순이","[16, 16, 16, 12, 14, 5, 1, 1]",10.125,6.273705045664802
Yes,Musiq Soulchild,"가을밤 부드러운 공기처럼, 편안히 흐르는 그루브","2010년대, 부드러운, 편안한, 가을, 오늘의선곡, 해외음악","[16, 15, 15, 16, 15, 14, 9, 2]",12.75,4.575751304430781
Yes I'm Changing,Tame Impala,몽환적인 멜로디가 매력적인 팝 뮤직,"오늘의선곡, 휴식, 출/퇴근길, 새벽, 비오는날, 2010년대, 외로움, 그리움","[15, 15, 17, 16, 15, 15, 14, 13, 9, 9, 9, 6, 2]",11.923076923076923,4.340534147589503
"Yes, I Will Wait (PRETTY YOUNG Remix)",Victor Crone,감각적인 주말을 위한 기분좋은 플레이리스트,"POP, 일렉트로니카, 레이블 PICK, 설렘, 해외음악, 리플레이뮤직","[16, 16, 17, 16, 16, 12, 13, 0, 1]",11.88888888888889,6.279498289308796
Yesterday,박재범,밤에 듣기 좋은 감성 국힙 Playlist,"기분전환, 비트, 저녁, 그루브, 국내힙합","[16, 16, 15, 16, 16, 14, 13, 14, 14, 10, 5]",13.545454545454545,3.201239429392547
Yesteryear,Cosmo's Midnight,음악 맛집! 편집샵에서 듣던 해외 음악,"레이블 PICK, 행복, 맑은날, 비오는날, 출/퇴근길, 해외음악, 그루브한, 신나는, 기분전환","[16, 16, 16, 17, 16, 18, 15, 15, 17, 16, 15, 13, 17, 14, 6, 5, 1, 1]",13.0,5.436502143433364
Yimgumnim,이동준,효리네 민박 13회,"TV속음악, 방송","[16, 0, 5, 3]",6.0,6.041522986797286
Yiruma Golden Song with KIWA Live (May Be / Kiss The Rain / River Flows In You),이루마,비오는 날 사랑하는 사람과 들을래요! 달콤한 재즈,"봄, 스페셜추천, 비오는날, 집중, 피아노, 유니버설뮤직, 흐린날, 레이블 PICK, 스트레스/짜증, 클래식","[17, 16, 17, 15, 17, 16, 13, 19, 12, 16, 16, 14, 13, 10, 0, 1]",13.25,5.2855936279664935
Ylang Ylang,FKJ,빈티지 ᴮᴳᴹ 감성 뿜뿜 플리 ⋆⁺₊⋆,"Lofi, 잔잔한, bgm, 휴식, 독서","[16, 15, 11]",14.0,2.160246899469287
Yogurt Shake,NCT DREAM,댄스 TOP100,"국내, TOP100, 내적댄스, 인기, 장르탑백, 가요","[15, 18, 14, 17, 16, 16, 14, 10, 8, 2]",13.0,4.69041575982343
YooHoo (유후),시크릿,2000년대 인기가요 띵곡 모음,"운동, 기분전환, 2000년대, 신나는노래, 댄스, 매장음악, kpop","[16, 16, 16, 18, 18, 13, 16, 10, 14, 2, 5, 1]",12.083333333333334,5.880169120772709
York Town Girl,Eddie Higgins Trio,작업할때 잔잔히 틀어놓기 좋은 JAZZ 1,"사무실, 재즈, 작업, 취미, 영감","[19, 11, 11, 8, 6, 0]",9.166666666666666,5.7566386797235145
You,A Great Big World,가을의 고즈넉한 감성이 흐르는 POP,"해외음악, 2010년대, 가을, 산책, 편안한, 저녁","[16, 16, 14, 15, 14, 14, 2]",13.0,4.566962103755937
You,Charlotte Lawrence,도입부 듣자마자 플레이리스트에 추가하게 되는 취향저격 pop,"음색비오는날, 힐링, 도입부, 휴식, 띵곡, Pop, 드라이브, 산책","[17, 17, 16, 14, 13, 17, 15, 9, 12, 6, 1]",12.454545454545455,4.942646261479341
You,Regard,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, Pop, 카페, 그루브, 여행","[16, 18, 16, 13, 13, 0]",12.666666666666666,5.934831271588285
You,Regard & Troye Sivan & Tate McRae,운동할때 듣는 기운 뿜뿜 플레이리스트,"해외음악, 맑은날, 여름, TODAY PICK, 일렉트로니카, 운동, 기분전환, 달리기","[16, 16, 16, 17, 16, 16, 13, 13, 16, 14, 5, 0, 0]",12.153846153846153,5.972322751932822
You,benny blanco & Marshmello & Vance Joy,일상의 텐션으로 스위치 ON!,"드라이브, 해외음악, 맑은날, 오후, POP, 출/퇴근길","[16, 17, 17, 16, 15, 15, 16, 6, 1]",13.222222222222221,5.370242654930921
You,권진아,지칠 때 힘이 되는 감성 발라드,"따뜻한, 레이블 PICK, 발라드, 스페셜추천, 겨울, 출/퇴근길, 2020년대","[11, 15, 15, 17, 17, 14, 19, 16, 6, 2, 1]",12.090909090909092,5.991729837557847
You,김상민,마음을 울리는 90년대 발라드 명곡,"감성적인, 기분전환, 명품발라드, 이별, 여름","[16, 16, 16, 11, 16, 7, 5, 14, 5, 2, 0, 1]",9.083333333333334,6.1570871540219585
You,멜로망스,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"비오는날, 좋아요10만, 발라드, 벅차오르는, 장마, 비, 가을, 추억, 이별","[17, 15, 11, 14, 13, 7, 2, 1]",10.0,5.634713834792322
You,지소울 (GSoul),스타플레이리스트 : 느와르의 '운동할 때 들으면 좋은 음악!',"댄스, 스타플레이리스트, 오후, 국내음악, 기분전환","[16, 16, 16, 15, 18, 16, 14, 12, 11, 14, 5, 1]",12.833333333333334,4.827582785986746
You & Me,제니 (JENNIE),댄스 TOP100,"차트, 드라이브, 아이돌, 청량, 둠칫둠칫, 국내, 신나는, 스트레스, 장르탑백, 흥폭발, 댄스탑백, 노동요, 운동, 가을","[17, 15, 18, 14, 18, 13, 17, 16, 17, 16, 14, 13, 14, 10, 8, 9, 9, 0, 3, 1, 1]",11.571428571428571,5.786449100897623
You & Me (ft. àB),Adam Rom,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.15","드라이브, 매장음악, Pop, 휴식, 겨울, 새벽","[16, 17, 16, 17, 16, 14, 1]",13.857142857142858,5.329930887479323
You And I,JAKOB,"편안한 주말, 편안하게 듣는 POP","해외음악, 오늘의선곡, 2010년대, 산책, 휴식","[16, 15, 15, 16, 16, 14, 9, 2]",12.875,4.648588495446763
You And I,최낙타,듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"과몰입, 추억, 드라이브, 기분전환","[16, 16, 17, 15, 14, 4, 5, 1]",11.0,6.082762530298219
You And I Both,Jason Mraz,효리네 민박 13회,"TV속음악, 방송","[16, 0, 5, 3]",6.0,6.041522986797286
You Are Mine,VICTON (빅톤),듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"두근두근, 청춘, 과몰입, 추억","[15, 4, 2]",7.0,5.715476066494082
You Are My Everything,거미,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"청춘, 두근두근, 기분전환, 회상, 추억","[16, 16, 15, 13, 14, 2, 5, 0]",10.125,6.233728819895841
"You Are the Same, Today and Yesterday",Sarah Kang,POP 갬성폭발 분위기 끝판왕 내 최애 팝송 모음,"분위기, 카페음악, 팝송, 기분전환","[16, 16, 16, 18, 18, 18, 15, 9, 14, 0, 5]",13.181818181818182,5.685998462222505
You Better Make A Move,조우찬,잠들기전 방에서 아늑하게 듣는 음악들,"10대, 새벽, 휴식, 오늘의선곡, 국내음악","[16, 15, 15, 16, 15, 14, 9, 2]",12.75,4.575751304430781
You Come First (Feat. Saweetie),Zak Abel,한주의 시작에 생기를 불어줄 신나는 팝!,"드라이브, 운동, 오늘의선곡, 댄서블한, 신나는, 오후","[17, 15, 15, 18, 13, 16, 14, 9, 8, 1, 1]",11.545454545454545,5.758213680768406
You Deserve It All,John Legend,즐거운 크리스마스를 위한 플레이리스트,"레이블 PICK, 집, 설렘, 연말, 밝은, 하우스파티, 크리스마스, POP, 유니버설뮤직, 추운날, 드라이브, 기쁨, 차트, 신나는","[17, 17, 18, 16, 17, 16, 16, 17, 18, 16, 10, 12, 14, 13, 0, 1, 1]",12.882352941176471,6.0281921291562
You Do (Feat. Blue Lab Beats),Jaz Karis,듣고 있으면 저절로 박자 타지는 플레이리스트,"저녁, 부드러운, 맑은날, 30대, 기분전환, 추운날, R&B/소울, 오늘의선곡, 그루브한, 휴가/여행","[16, 16, 15, 15, 17, 16, 15, 16, 15, 14, 14, 9, 14, 2, 5, 0]",12.4375,5.219779090153145
You Don't Call Me Anymore,Sam Fischer,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","잔잔한, 팝, 가을, 선선한, 산책","[14, 14, 15, 18, 7]",13.6,3.6110940170535577
You Don't Ignore (Too Late),Petit Biscuit,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 드라이브, groove, 매장, 알앤비","[17, 16, 16, 13, 13, 1]",12.666666666666666,5.436502143433363
You Feel Like Home,Lasso the Sun,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"기분전환, 감성, 외출, 중독성, 신나는","[16, 16, 18, 16, 15, 14, 11, 9, 5, 1]",12.1,5.262128846769148
You Got It,Ish,가벼운 운동과 함께 듣기 좋은 팝 플레이리스트,"힘찬, 오늘의선곡, 헬스, 여름, 해외음악, 달리기","[16, 15, 15, 16, 16, 14, 13, 9, 14, 2, 0, 0]",10.833333333333334,6.162160515778717
You Got Me,Foínix,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"기분전환, 감성, 신나는, 중독성, 힐링","[16, 16, 18, 16, 17, 14, 9, 5, 1]",12.444444444444445,5.678636595191394
You Got Me Like,SHAED,가끔 외로운 혼술러들을 위한 플레이리스트,"기분전환, 2020년대, R&B/소울, 오늘의선곡, 집, 그루브한","[16, 16, 15, 15, 16, 16, 15, 14, 9, 14, 2, 5]",12.75,4.566636252940086
You Got Something,Rochelle,시원하고 청량한 느낌의 일렉트로닉 팝,"시원한, 기분전환, 휴가/여행, 더운날, 오늘의선곡","[16, 16, 15, 15, 17, 16, 15, 11, 9, 14, 5, 2, 0]",11.615384615384615,5.582093094315919
You Know I'm No Good,Amy Winehouse,그저 음악에 몸을 맡기고 싶은 오늘,"기분전환, POP, 헬스, 댄서블한, 밤, 그루브한","[16, 16, 16, 16, 15, 14, 14, 14, 8, 5]",13.4,3.6110940170535573
You Look Good To Me,Oscar Peterson Trio,해안가 드라이브엔 감각적인 재즈,"편안한, 설렘, 기분전환, 70년대, 피아노, 해외음악, 재즈, 맑은날","[16, 16, 16, 17, 16, 15, 19, 14, 13, 10, 2, 5]",13.25,4.884072754030868
You Make It Feel Like Christmas (Feat. Blake Shelton),Gwen Stefani,즐거운 크리스마스를 위한 플레이리스트,"해외음악, 오늘의선곡, 집, 크리스마스 특집, TOP100, 행복, 기분전환, 겨울, 추운날, 2010년대, 휴가/여행, 레이블 PICK","[16, 16, 16, 15, 15, 17, 16, 16, 16, 17, 15, 17, 17, 17, 18, 9, 14, 2, 5, 0, 1]",13.095238095238095,5.714682525904837
You Make Me Feel Good,디어 (d.ear),꽃피는 봄과 함께 찾아온 설렘이 느껴지는 음악,"오늘의선곡, 2010년대, 따뜻한, 봄","[15, 15, 15, 14, 9, 2]",11.666666666666666,4.818944098266987
You Make My Life A Better Place (Radio Edit),MAMAS GUN,상쾌한 하루를 만들어줄 플레이리스트,"2010년대, 2020년대, 20대, POP, TODAY PICK, 산책, 봄, 기분전환","[16, 16, 14, 15, 14, 2, 5]",11.714285714285714,5.310751512983173
You Might Be Sleeping (Feat. Clairo),JAKOB,매일 듣고 또 들어도 느낌있는 트랙,"레이블 PICK, 따뜻한, 부드러운, 2010년대, POP, 해외음악, 편안한, 오후, 흐린날, 봄","[16, 17, 16, 15, 17, 15, 14, 16, 2, 1]",12.9,5.769748694700662
You Need To Calm Down,Taylor Swift,팝송 좀 듣는 친구의 Pick! 취향저격 보석 같은 숨은 명곡 #1,"힐링, 숨은명곡, 산책, 보석","[14, 14, 17, 9, 1]",11.0,5.621387729022079
You Needed Me,Anne Murray,"세월이 흘러도 영원할 명곡, LP판 감성의 올드팝","기분전환, 추억, 회상, 카페, 비","[16, 16, 15, 18, 13, 13, 14, 5, 0]",12.222222222222221,5.533288710217215
You Say,Lauren Daigle,“인생곡 발견” 도입부부터 느낌오는 ᴘᴏᴘ vol.2,"잔잔한, 감성, 감성팝, 도입부, 휴식","[16, 16, 15, 18, 15]",16.0,1.0954451150103321
You The One,EBEN,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"산책, 감성, 휴식, 도입부, 중독성","[16, 16, 14, 15, 9]",14.0,2.6076809620810595
You Were All I Had,시크릿 아시안 맨 (Secret Asian Men),고요한 내 마음을 부드럽게 감싸줄 플레이리스트,"따뜻한, 산책, 가요, 오늘의선곡, 2010년대, 기분전환, 맑은날","[16, 16, 15, 15, 17, 14, 14, 14, 9, 14, 2, 5]",12.583333333333334,4.517712056143267
You Were Good To Me,Chelsea Cutler & Jeremy Zucker,"창 밖, 빗소리와 어울리는 팝 플레이리스트","카페, POP, 오늘의선곡, 집, 밤, 잔잔한","[15, 15, 16, 18, 16, 15, 9]",14.857142857142858,2.5872528966106905
You already have,권진아,섬세한 내 마음에 가을이 오면,"집, 발라드, 밤, 가을, 흐린날, 국내음악","[16, 17, 15, 11, 16, 14, 16]",15.0,1.8516401995451028
You and Me at Christmas,Why Don't We,미리 만나는 크리스마스,"기분전환, 크리스마스 특집, 휴식, POP, 밤, 하우스파티","[16, 16, 16, 16, 16, 17, 18, 18, 16, 14, 5]",15.272727272727273,3.413633337367016
You are good,청춘학개론,듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"청춘, 두근두근, 과몰입, 기분전환","[16, 16, 14, 4, 2, 5]",9.5,5.937171043518958
You can't sit with us,선미,텐션 올리고 싶을 때 듣는 여돌 플레이리스트,"2020년대, TODAY PICK, 아이돌, 20대, 가요, 기분전환","[16, 16, 14, 14, 14, 2, 5, 1]",10.25,6.015604707757983
You for Me,Sigala & RITA ORA,운동할때 듣는 기운 뿜뿜 플레이리스트,"일렉트로니카, POP, 밝은, TODAY PICK, 해외음악, 2020년대, 오늘의선곡, 오후, 헬스, 운동, 일/공부, 댄서블한","[16, 15, 15, 16, 13, 16, 14, 19, 14, 16, 9, 8, 2]",13.307692307692308,4.321406740057889
You should be sad,Halsey,요즘 가장 핫한 팝이 듣고 싶을 때,"신나는, POP, 기분전환, 유니버설뮤직, 그루브한, 해외음악","[16, 16, 16, 16, 18, 16, 16, 15, 14, 13, 5, 0, 1]",12.461538461538462,5.930564697660425
You're All I Have,Snow Patrol,하이텐션 유지에 필요한 상쾌통쾌 락 플레이리스트,"POP, 드라이브, 해외음악, 맑은날","[16, 17, 17, 16, 1]",13.4,6.216108107168021
You're Always On My Mind,SWV,분위기에 취해! 내 안의 소울을 깨워 주는 그루비한 플레이리스트,"R&B/소울, 오늘의선곡, 그루브한, 기분전환, 휴식","[16, 16, 15, 15, 16, 16, 15, 14, 9, 14, 5]",13.727272727272727,3.359948838650242
You're Driving Me Crazy,Chet Baker,비오는 날 사랑하는 사람과 들을래요! 달콤한 재즈,"해외음악, 재즈, 사랑, 레이블 PICK","[16, 16, 17, 12, 19, 1]",13.5,5.9651767227244274
You're Just In Love,Gordon Jenkins Orchestra & Louis Armstrong & Velma Middleton,올해를 멋지게 마무리 할 수 있는 플레이리스트,"해외음악, 부드러운, 행복, 맑은날, 오늘의선곡","[16, 15, 15, 17, 16, 17, 9]",15.0,2.5634797778466227
"You're Mine, You (With Kenny Burrell)",Chet Baker,비오는 날 사랑하는 사람과 들을래요! 달콤한 재즈,"고백, 레이블 PICK, 사랑, 비오는날","[17, 17, 12, 16, 13, 10, 1]",12.285714285714286,5.229430062206608
You're Mines Still (Feat. Drake),Yung Bleu,가볍게 즐기는 그루브한 POP 플레이리스트,"오후, 휴식, 그루브한, POP, 해외음악, 봄","[16, 16, 16, 15, 16, 15, 16]",15.714285714285714,0.45175395145262565
You're Not A Lady (Feat. Zion.T),제리케이 (Jerry.k),추억이 새록새록 떠오르는 싸이월드 BGM,"추억, 브금, 추억의, 싸이월드","[15, 5, 2, 1]",5.75,5.539629951540085
You're Somebody Else,Flora Cash,새벽 감성 터지는 Lofi 플레이리스트,"새벽, 해외음악, 비오는날, 레이블 PICK, 휴식, POP, 여름","[16, 17, 16, 16, 16, 17, 14, 13, 0, 1]",12.6,6.16765757804371
You're The Reason,Etham,따스한 어쿠스틱 팝 TOP100,"어쿠스틱, 잔잔한, mbti, 힐링, ISFJ, TOP100, 차트, 인기","[15, 16, 16, 17, 14, 8]",14.333333333333334,2.9814239699997196
You've Got a Friend in Me,Randy Newman,라이딩하며 듣는 영화음악 OST,"맑은날, 운동, 해외음악, 기분전환, OST, 지침/힘듦","[16, 16, 16, 17, 16, 13, 14, 11, 12, 2, 5]",12.545454545454545,4.6780655746431306
You(=I),볼빨간사춘기,사랑에 빠졌을 때 TOP100,"인디, 인기, 달달, 사랑","[16, 12, 12, 14, 0]",10.8,5.6000000000000005
Young,ADOY,드라이브에 딱! 레트로 감성 시티팝 뮤직,"밤, 오늘의선곡, 그루브한, R&B/소울, 몽환적인, 국내음악, 출/퇴근길, 저녁","[16, 15, 15, 15, 15, 15, 16, 16, 15, 14, 14, 14, 9, 6, 2]",13.133333333333333,3.9977771601506533
Young,Frankie Cosmos,"지금, 가장 달콤하고 매혹적인 플레이리스트","오늘의선곡, 휴식, 밤, 매혹적인, 가을, 집","[15, 15, 16, 16, 14, 16, 13, 9, 2]",12.88888888888889,4.382907316292449
Young,The Chainsmokers,맥주 한잔하며 느긋하게 듣는 플레이리스트,"자전거, 그루브한, 시원한, 댄서블한, POP, 밝은, 오늘의선곡, 해외음악","[16, 15, 15, 16, 16, 15, 17, 14, 11, 9, 8, 5, 2]",12.23076923076923,4.626908689791558
Young & Free,Dermot Kennedy,새벽을 파고드는 강렬한 분위기,"오늘의선곡, POP, 새벽, 밤, 집, 어두운, 해외음악","[16, 15, 15, 16, 16, 16, 14, 9]",14.625,2.2325713874364688
Young & Free,시우민 (XIUMIN) & 마크 (MARK),텐션을 높여주는 신선한 조합의 아이돌 플레이리스트,"가요, 댄서블한, 달리기, 드라이브, 힘찬, 운동","[17, 14, 13, 13, 14, 14, 8, 2, 1, 0]",9.6,6.019966777316964
Young & Naive,세진 (Sejin),흐린 하늘 아래 은근한 그루브,"오늘의선곡, R&B/소울, 집, 비오는날, 밤","[15, 15, 17, 16, 16, 14, 13, 9]",14.375,2.341874249399399
Young & Unafraid,The Moth & The Flame,청량한 감성 가득 록 음악,"기분전환, 휴가/여행, 흐린날, 추억, 드라이브, 저녁, 출/퇴근길, 몽환적인, 거리, 2010년대","[16, 16, 17, 17, 15, 16, 15, 15, 15, 14, 14, 10, 14, 6, 2, 5, 2, 0, 1]",11.052631578947368,5.995381417220271
Young And Beautiful,Lana Del Rey,"스타플레이리스트 : 수영의 '20대의 마지막, 연말에 듣기 좋은 음악'","스타플레이리스트, 발라드, 휴식, 잔잔한","[16, 11, 15, 14, 12, 11, 1]",11.428571428571429,4.624689730353898
Young At Heart,Cyrille Aimee,센치해지는 날 무드 있게 듣는 재즈 플레이리스트,"휴식, 부드러운, 비오는날, 집","[17, 16, 16, 13]",15.5,1.5
Young Boy Problems,Roy Woods,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"Pop, 알앤비, 팝, 기분전환, groove","[16, 16, 18, 13, 13, 14, 5]",13.571428571428571,3.8861344310672696
